id,tweet,processed_tweet,emotion
1193,cuando toda la nación está luchando contra la corona de nuestro Gobierno está todavía ocupado despojándonos ...,nación luchar corona gobierno todavía ocupado despojar,sad
1194,"""\""Austria se salta la premisa de los ‘corredores verdes’ y pide pruebas PCR de COVID-19 a transportistas | https://t.co/nLUAPml8zV https://t.co/mnbk1sSChm\""""",saltar premisa pedir prueba covid transportista,not-relevant
1195,restricciones a la circulación de hacinamiento y falta de higiene han dejado estos grupos especialmente vulnerables al brote de coronavirus ...,restricción circulación hacinamiento falta higiene haber dejar grupo especialmente vulnerable brote coronavirus,sad
1196,que están llevando con acciones buenas ...,llevar acción buena,happy
1197,backhand_index_pointing_right face_with_monocle especiales gracias a tshering mr gyem (estudiante de doctorado del programa de ciencias bioclínicas) para el diseño de esta infografía bien a nuestra comunidad de mensajería laptop_computer mobile_phone fb,especial gracias estudiante doctorado programa ciencia diseño bien comunidad mensajería,happy
1198,seamos honestos falto a la dama - en el parque Kubera,ser honesto faltar dama parque,sad
1199,"KTR señor por favor, tenga piedad de señor discapacitado físicamente soy una con discapacidad física recientemente he perdido mi trabajo privado en este período de encierro estoy frente muy pánico situación PLZ amablemente me da ningún contacto / externalización ...",señor favor piedad señor discapacitado físicamente ser discapacidad físico recientemente haber perder trabajo privado período encierro frente mucho pánico situación amablemente dar ninguno contacto,fear
1200,cuando esté distanciamiento social y tener un buen día del pelo fotógrafo,distanciamiento social tener buen día pelo fotógrafo,happy
1201,su los mercados de animales en China que tienen permiso para traer gatos perros serpientes y murciélagos cualquier cosa con una crueldad poco ético pulso y la falta de higiene que le haría vomitar tienen que ser cerrado ya que es donde el vino de coronavirus,mercado animal china tener permiso traer gato perro serpiente murciélago cualquiera cosa crueldad poco ético pulso falta higiene hacer vomitar tener ser cerrar ser vino coronavirus,fear
1202,por lo que quieres es la corona para matar lo que queda en el caso ur no ver las noticias de los países de Europa r robar suministros médicos envíos unos de otros face_with_rolling_eyes,querer ser corona matar quedar caso no ver noticia país robar suministro médico envío,sad
1203,covid 19 revisiones de la investigación - familia bcm,covid revisión investigación familia,happy
1204,coronavirus se va a poner peor si la gente no deja salir a la calle,coronavirus ir poner peor si gente no dejar salir calle,fear
1205,"por lo que el coronavirus es, literalmente, triunfa sobre la culpa y por qué es tan ansiosos de fijarlo en China",coronavirus ser literalmente triunfar culpa ser ansioso fijar china,angry
1206,"""\""8M no. Pero hoy la pedazo de manifestación con nenes y todo, apelotonaditos, y tosiendose en la cara DPM. Sois unos hipócritas.\\nQue la huelga es TOTALMENTE LEGÍTIMA pero NO MANIFESTARSE COÑO que hay una pandemia. CERRAD TODO.\""""",no hoy pedazo manifestación nén cara ser hipócrita huelga ser totalmente legítimo no manifestar coño haber pandemia cerrar,angry
1207,que siempre viene con el mejoramiento de la causa social en esta ocasión también le habría hecho tal donación para nuestra sociedad para luchar contra orgullosa de ti rajeev señor ...,siempre venir mejoramiento causa social ocasión haber hacer tal donación sociedad luchar orgulloso señor,happy
1208,"yo vivo en esa soledad que es dolorosa en la juventud, pero delicioso en el año de vencimiento impredecible que es la vida de twitter com / zsqf1lnh7p",vivir soledad ser doloroso juventud delicioso año vencimiento impredecible ser vida,happy
1209,"""\""Ajustar bien la mascarilla puede reducir la exposición al coronavirus en un 96% https://t.co/4JPdcUryub\""""",ajustar bien mascarilla poder reducir exposición coronavirus,not-relevant
1210,residentes gente de negocios y amigos Muchos de nosotros hemos sido críticos acerca de la histeria del virus de la corona covid 19 es importante entender la estrategia detrás de los cierres y reuniones posponer a través del estado del condado y vamos a tratar de minimizar el contacto humano durante dos semanas pic Twitter com / 8nbrb3ks6d,residente gente negocio amigo mucho haber ser crítico acerca histeria virus corona covid ser importante entender estrategia detrás cierre reunión posponer través condado ir tratar minimizar contacto humano dos semana d,fear
1211,casos superan 3 millones como el U s número de muertos por las tapas 55 00,caso superar millón u número muerto tapa,sad
1212,"coronavirus amenaza es expulsado de la tasa de mortalidad proporción de coronavirus en la mayoría de los lugares es menos del 1% muere una persona cada 37 segundos en los Estados Unidos por enfermedad cardiovascular unos 647 000 estadounidenses mueren de enfermedades del corazón cada año, que es de 1 en cada 4 morir",coronavirus amenaza ser expulsar tasa mortalidad proporción coronavirus mayoría lugar ser menos morir persona cada segundo unido enfermedad cardiovascular estadounidense morir enfermedad corazón cada año ser cada morir,fear
1213,"""Lo que necesitamos es controlar el pánico” por qué este premio Nobel predice una recuperación más rápida coronavirus 'vamos a estar bien'",necesitar ser controlar premio nobel predecir recuperación rápido coronavirus ir bien,fear
1214,"""\""Como siempre #SUPERJUNIOR  innovando 😊😊\\n #슈주와_엘프의_하우스_파티\\n@SJofficial\\n#HouseParty  \\n#SUPERJUNIOR \\n#TheHousePartyIsHere  #SUPERJUNIOR @SJofficial  #SUPERJUNIOR_TheRenaissance #SUPERJUNIOR_HouseParty https://t.co/LZf0XR7EwO\""""",siempre innovar felicidad felicidad,happy
1215,"""\""Como destrozar la falacia del \\\""liderazgo de Piñera\\\"" con un solo tuiteo... https://t.co/ZslQkMeTRB\""""",destrozar falacia liderazgo solo tuiteo,not-relevant
1216,"""\""Más de 2.000 utreranos han contraído la COVID-19 desde el inicio de la pandemia\\n➡Casi el 4% de los vecinos de Utrera se han infectado ya por el virus, un registro por encima de la media provincial y regional\\nhttps://t.co/tb7irvXXbh https://t.co/zChN9hgudj\""""",utrerano haber contraer covid inicio pandemia vecino utrera haber infectar virus registro encima media provincial regional,sad
1217,"""\""#Coronavirus en Extremadura 🔴 Vergeles informa esta tarde sobre la evolución de la pandemia  https://t.co/veEbRKGkOh\""""",coronavirus vergeles informar tarde evolución pandemia,not-relevant
1218,"""\""El riesgo para España de la cepa californiana: reduce a la mitad la efectividad de las vacunas antiCovid, informa @MarcosDoGo\\n https://t.co/8oNfP6q9sV\""""",riesgo cepa californiano reducir mitad efectividad vacuna informar,sad
1219,lockdown una nueva ciudad chol6e de fútbol - en tīrtha nazrul,nuevo ciudad fútbol,happy
1220,"""\""La pandemia, las Big Techs y Europa\\nhttps://t.co/Rn24SPBaCY\""""",pandemia,not-relevant
1221,"lo más peligroso sobre el coronavirus es el miedo que está causando que acaba de comenzar en Hawai (donde vivo) y como siempre la mayoría del alimento está siendo vendido mi madre sólo tenía que ir de compras y ella podría estar allí durante al menos 40 minutos, porque de las largas filas",peligroso coronavirus ser miedo causar acabar comenzar vivir siempre mayoría alimento ser vender madre sólo tener ir compra poder allí menos minuto larga fila,fear
1222,"una nación donde más de dos crores gente come gutka sabiendo que te va a matar con el cáncer antes o después de corona que no podían ver lo que no se vean amenazados mulás y allamas han hecho gran trabajo de tomar el susto de la gente, pero se olvidan de la historia de España con virus simmilar",nación dos gente comer saber ir matar cáncer después corona no poder ver no ver amenazado alamas haber hacer gran trabajo tomar susto gente olvidar historia virus similar,fear
1223,médico dice pruebas presidente negativa para el coronavirus,médico decir prueba presidente negativo coronavirus,angry
1224,"""\""Ayer las #mascarillas y los #respiradores\\n\\nHoy las #vacunas\\n\\n¿Aprenderemos a no dejar en manos del mercado las cuestiones con las que no se juega?\\n\\n¿Aprenderemos antes de que también ocurra con los #alimentos? https://t.co/xsvmkn1EJ3\""""",ayer mascarilla respirador vacuna aprender no dejar manos mercado cuestión no jugar aprender ocurrir alimento,angry
1225,"""\""Qué guay, ya no solo tenemos irresponsables autóctonos, ahora también los importamos 🙈🙈🙈 https://t.co/D6cEvRpnER\""""",guay no solo tener irresponsabl autóctono ahora importar,angry
1226,"""\""me dicen que ya se está abriendo el doble ciego, y se está informando a los participantes del ensayo sinopharm sobre quién recibió la vacuna y quién el placebo.\""""",decir abrir doble ciego informar participante ensayo quién recibir vacuna quién placebo,not-relevant
1227,"""\""Según The Intelligence Economist Unit, muchos países empobrecidos no podrán vacunar a la mayoría de su población hasta 2023. La actual pandemia mundial requiere de respuestas globales para que nadie quede atrás. @sareensarea #LaSolidaridadEsLaRespuesta #SAREIDOSKOPIO #SareenSarea https://t.co/4ojRFa8yaO\""""",según mucho país empobrecido no poder vacunar mayoría población actual pandemia mundial requerir respuesta global nadie quedar atrás,sad
1228,"""\""España, son los funcionarios que van a la cárcel por falsificar un master bajo miedo y opresión de un político que no va a ir. Es un rapero que por decir la verdad está en la cárcel, el rey disfrutando de lo robado y gente haciendo apología al nazismo abiertamente. Viva España! https://t.co/BCrUKCzZEr\""""",ser funcionario ir cárcel falsificar bajo miedo opresión político no ir ir ser rapero decir verdad cárcel rey disfrutar robado gente hacer apología nazismo abiertamente vivo,angry
1229,el Auto Show Internacional de Nueva York 2020 se ha aplazado hasta agosto 26 debido a las preocupaciones de salud en curso desde el coronavirus Actualmente el estado de Nueva York tiene 173 casos confirmados de covid 19 con 36 de los seres en la gran manzana pic Twitter com / grlgckfpjz,auto show internacional nueva york haber aplazar agosto debido preocupación salud curso coronavirus actualmente nueva york tener caso confirmado covid ser gran manzana,fear
1230,silenciador hablando clínicas Mohalla en su discurso televisado en el contexto del hecho sentir náuseas e indefenso,silenciador hablar clínica discurso televisado contexto hecho sentir náusea indefenso,sad
1231,Sí absolutamente sí y dado que el PCC está tratando de culpar al coronavirus en el Ejército de Estados Unidos que consigo lo que está haciendo aquí todavía lo odio pero este “problema” es una distracción maldito,absolutamente dado tratar culpar coronavirus ejército unidos hacer aquí todavía odiar ser distracción maldito,fear
1232,"""\""🇪🇺🇪🇸 Recordatorio: estas son las cifras de los fondos europeos para España. Next Generation, Marco Financiero Plurianual o SURE entre otras herramientas para salir de la crisis provocada por la pandemia. Más de 198.800 millones de euros. https://t.co/ZzjhYqfSB4\""""",recordatorio ser cifra fondo europeo marco financiero herramienta salir crisis provocado pandemia millón euros,not-relevant
1233,"""\""#2Mar Reportan cinco fallecidos y 389 casos de la COVID-19 este #2Mar https://t.co/hdj7GsCe8N https://t.co/0ZTdrZ1zVD\""""",mar reportar cinco fallecido caso covid mar,sad
1234,"""\""🔵 Esta mañana @lgarridoknorr y @AnaSalazarPP han presentado ante los medios, una serie de propuestas para mejorar el proceso de vacunación #Covid19 en #Euskadi\\n\\n📲 A continuación os mostraremos un resumen. ¡Sigue atento a nuestras redes! https://t.co/igeStU8urA\""""",mañana haber presentar medio serie propuesta mejorar proceso vacunación covid continuación mostrar resumen seguir atento red,happy
